Date,Price,Open,High,Low,Vol,Change%
"Jan 22, 2013","1,331.45","1,339.70","1,339.82","1,328.51",-,-0.62%
"Jan 23, 2013","1,335.03","1,331.45","1,337.44","1,327.53",-,0.27%
"Jan 24, 2013","1,354.38","1,335.03","1,356.14","1,330.61",-,1.45%
"Jan 25, 2013","1,358.67","1,354.38","1,364.89","1,350.28",-,0.32%
"Jan 28, 2013","1,369.20","1,358.67","1,377.54","1,358.33",-,0.78%
"Jan 29, 2013","1,364.21","1,369.20","1,372.18","1,352.52",-,-0.36%
"Jan 30, 2013","1,367.68","1,364.21","1,376.78","1,361.32",-,0.25%
"Jan 31, 2013","1,360.26","1,367.68","1,368.52","1,354.05",-,-0.54%
"Feb 01, 2013","1,363.60","1,360.26","1,367.49","1,354.83",-,0.25%
"Feb 04, 2013","1,334.28","1,363.60","1,365.52","1,330.69",-,-2.15%
"Feb 05, 2013","1,346.54","1,334.28","1,351.70","1,325.50",-,0.92%
"Feb 06, 2013","1,354.60","1,346.54","1,359.32","1,340.31",-,0.60%
"Feb 07, 2013","1,332.69","1,354.60","1,355.16","1,329.18",-,-1.62%
"Feb 08, 2013","1,362.86","1,332.69","1,364.49","1,332.69",-,2.26%
"Feb 11, 2013","1,367.89","1,362.86","1,377.99","1,360.64",-,0.37%
"Feb 12, 2013","1,408.82","1,367.89","1,408.98","1,361.07",-,2.99%
"Feb 13, 2013","1,408.35","1,408.82","1,415.40","1,399.92",-,-0.03%
"Feb 14, 2013","1,395.80","1,408.35","1,415.55","1,390.54",-,-0.89%
"Feb 15, 2013","1,397.70","1,395.80","1,405.77","1,386.86",-,0.14%
"Feb 18, 2013","1,397.18","1,397.70","1,401.68","1,392.85",-,-0.04%
"Feb 19, 2013","1,410.79","1,397.18","1,413.40","1,388.80",-,0.97%
"Feb 20, 2013","1,415.86","1,413.31","1,420.20","1,401.04",-,0.36%
"Feb 21, 2013","1,379.96","1,415.86","1,415.86","1,378.89",-,-2.54%
"Feb 22, 2013","1,388.10","1,379.96","1,396.75","1,379.96",-,0.59%
"Feb 25, 2013","1,405.09","1,388.10","1,418.03","1,388.10",-,1.22%
"Feb 26, 2013","1,367.52","1,405.09","1,405.09","1,363.21",-,-2.67%
"Feb 27, 2013","1,389.28","1,367.52","1,392.46","1,367.52",-,1.59%
"Feb 28, 2013","1,401.58","1,389.28","1,412.06","1,389.28",-,0.89%
"Mar 01, 2013","1,389.50","1,401.58","1,401.58","1,362.55",-,-0.86%
"Mar 04, 2013","1,361.84","1,389.50","1,390.64","1,352.43",-,-1.99%
"Mar 05, 2013","1,380.86","1,361.84","1,382.35","1,361.84",-,1.40%
"Mar 06, 2013","1,366.28","1,380.86","1,383.90","1,363.18",-,-1.06%
"Mar 07, 2013","1,373.86","1,366.28","1,382.24","1,366.28",-,0.55%
"Mar 08, 2013","1,403.63","1,373.86","1,406.35","1,373.86",-,2.17%
"Mar 11, 2013","1,397.79","1,403.63","1,404.15","1,387.16",-,-0.42%
"Mar 12, 2013","1,391.36","1,397.79","1,408.09","1,391.30",-,-0.46%
"Mar 13, 2013","1,387.12","1,395.83","1,395.83","1,367.80",-,-0.30%
"Mar 14, 2013","1,408.73","1,387.12","1,411.91","1,387.12",-,1.56%
"Mar 15, 2013","1,387.70","1,408.73","1,408.73","1,387.70",-,-1.49%
"Mar 18, 2013","1,370.00","1,387.70","1,387.70","1,361.11",-,-1.28%
"Mar 19, 2013","1,357.27","1,370.00","1,376.12","1,350.75",-,-0.93%
"Mar 20, 2013","1,366.16","1,370.27","1,380.27","1,361.66",-,0.65%
"Mar 21, 2013","1,354.62","1,366.16","1,371.52","1,350.40",-,-0.84%
"Mar 22, 2013","1,343.81","1,354.62","1,359.05","1,338.82",-,-0.80%
"Mar 25, 2013","1,329.12","1,343.81","1,366.82","1,323.68",-,-1.09%
"Mar 26, 2013","1,336.49","1,329.12","1,342.30","1,327.24",-,0.55%
"Mar 27, 2013","1,336.83","1,336.49","1,346.89","1,326.15",-,0.03%
"Mar 28, 2013","1,344.38","1,336.83","1,356.55","1,332.88",-,0.56%
"Apr 02, 2013","1,365.74","1,344.38","1,367.17","1,341.96",-,1.59%
"Apr 03, 2013","1,343.79","1,365.74","1,365.96","1,342.36",-,-1.61%
"Apr 04, 2013","1,326.97","1,343.79","1,353.64","1,326.82",-,-1.25%
"Apr 05, 2013","1,303.54","1,326.97","1,327.01","1,289.73",-,-1.77%
"Apr 08, 2013","1,295.04","1,303.54","1,308.31","1,290.30",-,-0.65%
"Apr 09, 2013","1,309.79","1,295.04","1,314.64","1,295.04",-,1.14%
"Apr 10, 2013","1,333.55","1,309.79","1,339.54","1,309.79",-,1.81%
"Apr 11, 2013","1,338.35","1,333.55","1,343.61","1,327.88",-,0.36%
"Apr 12, 2013","1,327.55","1,338.35","1,338.35","1,318.94",-,-0.81%
"Apr 15, 2013","1,315.30","1,327.55","1,327.55","1,305.69",-,-0.92%
"Apr 16, 2013","1,308.54","1,315.30","1,317.31","1,300.18",-,-0.51%
"Apr 17, 2013","1,298.09","1,308.54","1,320.90","1,291.17",-,-0.80%
"Apr 18, 2013","1,277.75","1,298.09","1,303.01","1,270.91",-,-1.57%
"Apr 19, 2013","1,300.59","1,277.75","1,302.46","1,277.75",-,1.79%
"Apr 22, 2013","1,308.85","1,300.59","1,331.66","1,300.57",-,0.64%
"Apr 23, 2013","1,333.51","1,308.85","1,335.41","1,305.68",-,1.88%
"Apr 24, 2013","1,341.46","1,333.51","1,355.95","1,330.00",-,0.60%
"Apr 25, 2013","1,337.06","1,341.46","1,348.89","1,330.41",-,-0.33%
"Apr 26, 2013","1,345.74","1,337.06","1,345.74","1,329.90",-,0.65%
"Apr 29, 2013","1,350.90","1,345.74","1,350.90","1,341.91",-,0.38%
"Apr 30, 2013","1,349.17","1,350.90","1,365.45","1,346.58",-,-0.13%
"May 01, 2013","1,359.07","1,349.94","1,367.70","1,349.94",-,0.73%
"May 02, 2013","1,363.92","1,359.07","1,367.11","1,344.62",-,0.36%
"May 03, 2013","1,371.04","1,363.92","1,377.73","1,355.29",-,0.52%
"May 07, 2013","1,410.65","1,371.04","1,412.06","1,370.57",-,2.89%
"May 08, 2013","1,404.00","1,410.65","1,410.68","1,392.96",-,-0.47%
"May 09, 2013","1,401.65","1,404.00","1,406.91","1,396.15",-,-0.17%
"May 10, 2013","1,423.39","1,401.65","1,424.55","1,401.65",-,1.55%
"May 13, 2013","1,410.33","1,423.39","1,423.39","1,388.83",-,-0.92%
"May 14, 2013","1,425.21","1,410.33","1,425.21","1,404.85",-,1.06%
"May 15, 2013","1,438.39","1,425.21","1,445.44","1,416.82",-,0.92%
"May 16, 2013","1,439.67","1,438.39","1,449.12","1,432.95",-,0.09%
"May 17, 2013","1,466.79","1,439.67","1,467.18","1,438.56",-,1.88%
"May 20, 2013","1,479.30","1,466.79","1,480.63","1,460.83",-,0.85%
"May 21, 2013","1,468.63","1,479.30","1,479.30","1,458.93",-,-0.72%
"May 22, 2013","1,490.61","1,475.92","1,500.64","1,468.05",-,1.50%
"May 23, 2013","1,436.16","1,490.61","1,490.61","1,426.24",-,-3.65%
"May 24, 2013","1,412.63","1,436.16","1,442.55","1,410.75",-,-1.64%
"May 28, 2013","1,442.91","1,412.63","1,454.64","1,412.63",-,2.14%
"May 29, 2013","1,419.04","1,442.91","1,443.16","1,415.52",-,-1.65%
"May 30, 2013","1,435.39","1,419.04","1,439.76","1,416.68",-,1.15%
"May 31, 2013","1,421.37","1,435.39","1,438.67","1,415.44",-,-0.98%
"Jun 03, 2013","1,408.40","1,421.37","1,425.84","1,408.40",-,-0.91%
"Jun 04, 2013","1,429.52","1,408.40","1,432.28","1,408.40",-,1.50%
"Jun 05, 2013","1,398.20","1,429.61","1,429.61","1,396.81",-,-2.19%
"Jun 06, 2013","1,363.84","1,398.20","1,398.20","1,362.44",-,-2.46%
"Jun 07, 2013","1,383.92","1,363.84","1,384.59","1,345.84",-,1.47%
"Jun 10, 2013","1,375.66","1,383.92","1,389.64","1,369.47",-,-0.60%
"Jun 11, 2013","1,359.52","1,375.66","1,375.66","1,337.42",-,-1.17%
"Jun 12, 2013","1,347.80","1,359.52","1,368.03","1,345.39",-,-0.86%
"Jun 13, 2013","1,349.99","1,347.80","1,351.08","1,319.47",-,0.16%
"Jun 14, 2013","1,338.49","1,349.99","1,355.29","1,337.08",-,-0.85%
"Jun 17, 2013","1,338.69","1,338.49","1,349.82","1,333.95",-,0.01%
"Jun 18, 2013","1,363.47","1,338.69","1,376.22","1,336.49",-,1.85%
"Jun 19, 2013","1,353.95","1,363.47","1,363.47","1,349.15",-,-0.70%
"Jun 20, 2013","1,307.69","1,353.95","1,353.95","1,303.65",-,-3.42%
"Jun 21, 2013","1,295.56","1,307.69","1,332.82","1,295.56",-,-0.93%
"Jun 24, 2013","1,284.39","1,295.56","1,307.75","1,276.48",-,-0.86%
"Jun 25, 2013","1,307.93","1,284.39","1,314.94","1,284.39",-,1.83%
"Jun 26, 2013","1,325.57","1,307.93","1,332.99","1,302.79",-,1.35%
"Jun 27, 2013","1,330.01","1,325.57","1,340.94","1,314.92",-,0.33%
"Jun 28, 2013","1,322.76","1,330.01","1,341.03","1,318.58",-,-0.55%
"Jul 01, 2013","1,349.41","1,322.76","1,356.45","1,315.59",-,2.01%
"Jul 02, 2013","1,344.21","1,349.41","1,351.37","1,333.60",-,-0.39%
"Jul 03, 2013","1,323.49","1,344.21","1,344.21","1,303.98",-,-1.54%
"Jul 04, 2013","1,382.18","1,323.49","1,385.21","1,323.49",-,4.43%
"Jul 05, 2013","1,375.48","1,382.18","1,409.95","1,373.55",-,-0.48%
"Jul 08, 2013","1,395.72","1,375.48","1,404.09","1,375.48",-,1.47%
"Jul 09, 2013","1,410.73","1,395.72","1,417.64","1,395.72",-,1.08%
"Jul 10, 2013","1,404.37","1,410.73","1,420.30","1,397.93",-,-0.45%
"Jul 11, 2013","1,406.63","1,404.37","1,421.46","1,398.46",-,0.16%
"Jul 12, 2013","1,416.41","1,406.63","1,423.37","1,405.39",-,0.70%
"Jul 15, 2013","1,435.58","1,416.41","1,436.81","1,416.41",-,1.35%
"Jul 16, 2013","1,422.66","1,435.58","1,436.22","1,422.32",-,-0.90%
"Jul 17, 2013","1,433.08","1,422.66","1,438.63","1,415.32",-,0.73%
"Jul 18, 2013","1,454.28","1,433.08","1,463.08","1,427.72",-,1.48%
"Jul 19, 2013","1,450.07","1,454.28","1,454.28","1,438.76",-,-0.29%
"Jul 22, 2013","1,447.91","1,450.07","1,459.44","1,446.38",-,-0.15%
"Jul 23, 2013","1,440.53","1,447.91","1,460.14","1,440.53",-,-0.51%
"Jul 24, 2013","1,443.57","1,440.53","1,451.36","1,435.36",-,0.21%
"Jul 25, 2013","1,441.91","1,443.57","1,448.46","1,430.40",-,-0.11%
"Jul 26, 2013","1,437.31","1,441.91","1,453.08","1,430.15",-,-0.32%
"Jul 29, 2013","1,424.36","1,437.31","1,443.16","1,415.69",-,-0.90%
"Jul 30, 2013","1,418.00","1,424.36","1,429.99","1,410.24",-,-0.45%
"Jul 31, 2013","1,432.58","1,418.00","1,440.29","1,411.72",-,1.03%
"Aug 01, 2013","1,460.91","1,432.58","1,463.63","1,432.58",-,1.98%
"Aug 02, 2013","1,454.39","1,460.91","1,468.75","1,445.48",-,-0.45%
"Aug 05, 2013","1,419.91","1,454.39","1,466.63","1,407.26",-,-2.37%
"Aug 06, 2013","1,414.44","1,419.91","1,428.99","1,403.02",-,-0.39%
"Aug 07, 2013","1,397.25","1,415.20","1,418.78","1,397.25",-,-1.22%
"Aug 08, 2013","1,399.17","1,397.25","1,404.96","1,394.35",-,0.14%
"Aug 09, 2013","1,415.69","1,399.17","1,422.83","1,398.70",-,1.18%
"Aug 12, 2013","1,420.99","1,415.69","1,426.36","1,415.14",-,0.37%
"Aug 13, 2013","1,426.23","1,420.99","1,429.96","1,414.64",-,0.37%
"Aug 14, 2013","1,430.89","1,428.41","1,436.19","1,421.38",-,0.33%
"Aug 15, 2013","1,413.48","1,430.89","1,433.24","1,406.34",-,-1.22%
"Aug 16, 2013","1,419.12","1,413.48","1,419.36","1,401.45",-,0.40%
"Aug 19, 2013","1,403.69","1,419.12","1,422.93","1,401.84",-,-1.09%
"Aug 20, 2013","1,397.05","1,403.69","1,403.69","1,380.70",-,-0.47%
"Aug 21, 2013","1,374.51","1,404.13","1,404.33","1,373.02",-,-1.61%
"Aug 22, 2013","1,392.98","1,374.51","1,399.93","1,374.51",-,1.34%
"Aug 23, 2013","1,398.43","1,392.98","1,409.83","1,382.52",-,0.39%
"Aug 27, 2013","1,368.97","1,398.43","1,398.43","1,365.45",-,-2.11%
"Aug 28, 2013","1,368.29","1,368.97","1,373.39","1,352.46",-,-0.05%
"Aug 29, 2013","1,381.75","1,368.29","1,388.85","1,368.29",-,0.98%
"Aug 30, 2013","1,361.97","1,381.75","1,389.24","1,361.72",-,-1.43%
"Sep 02, 2013","1,380.67","1,361.97","1,393.47","1,361.97",-,1.37%
"Sep 03, 2013","1,376.80","1,380.67","1,392.07","1,371.17",-,-0.28%
"Sep 04, 2013","1,382.84","1,376.80","1,388.23","1,366.48",-,0.44%
"Sep 05, 2013","1,416.24","1,382.84","1,417.89","1,382.84",-,2.42%
"Sep 06, 2013","1,419.48","1,416.24","1,431.47","1,407.68",-,0.23%
"Sep 09, 2013","1,415.38","1,419.48","1,420.28","1,407.64",-,-0.29%
"Sep 10, 2013","1,437.07","1,415.38","1,441.15","1,415.38",-,1.53%
"Sep 11, 2013","1,426.05","1,437.07","1,437.08","1,415.30",-,-0.77%
"Sep 12, 2013","1,427.68","1,426.05","1,432.46","1,418.07",-,0.11%
"Sep 13, 2013","1,426.65","1,427.68","1,428.68","1,417.41",-,-0.07%
"Sep 16, 2013","1,433.42","1,426.65","1,441.99","1,426.65",-,0.47%
"Sep 17, 2013","1,407.87","1,433.42","1,433.42","1,407.87",-,-1.78%
"Sep 18, 2013","1,418.24","1,407.87","1,428.22","1,407.87",-,0.74%
"Sep 19, 2013","1,429.98","1,418.24","1,440.35","1,418.24",-,0.83%
"Sep 20, 2013","1,410.28","1,429.98","1,429.98","1,407.79",-,-1.38%
"Sep 23, 2013","1,393.28","1,410.28","1,410.87","1,387.14",-,-1.21%
"Sep 24, 2013","1,399.66","1,393.28","1,406.91","1,391.15",-,0.46%
"Sep 25, 2013","1,400.65","1,399.66","1,412.19","1,391.01",-,0.07%
"Sep 26, 2013","1,393.96","1,400.65","1,405.08","1,382.31",-,-0.48%
"Sep 27, 2013","1,381.21","1,393.96","1,397.67","1,376.77",-,-0.91%
"Sep 30, 2013","1,368.04","1,381.21","1,381.21","1,363.75",-,-0.95%
"Oct 01, 2013","1,376.65","1,368.04","1,379.62","1,368.02",-,0.63%
"Oct 02, 2013","1,373.90","1,376.65","1,381.55","1,365.73",-,-0.20%
"Oct 03, 2013","1,377.98","1,373.90","1,383.06","1,371.40",-,0.30%
"Oct 04, 2013","1,383.07","1,377.98","1,386.85","1,374.62",-,0.37%
"Oct 07, 2013","1,377.32","1,383.07","1,383.80","1,364.96",-,-0.42%
"Oct 08, 2013","1,358.11","1,377.32","1,379.16","1,357.80",-,-1.39%
"Oct 09, 2013","1,363.97","1,358.11","1,373.85","1,357.46",-,0.43%
"Oct 10, 2013","1,391.26","1,363.97","1,394.90","1,363.97",-,2.00%
"Oct 11, 2013","1,410.51","1,391.26","1,415.92","1,391.26",-,1.38%
"Oct 14, 2013","1,405.96","1,410.51","1,410.51","1,395.95",-,-0.32%
"Oct 15, 2013","1,409.49","1,405.96","1,419.60","1,405.37",-,0.25%
"Oct 16, 2013","1,414.53","1,409.49","1,419.70","1,400.46",-,0.36%
"Oct 17, 2013","1,399.84","1,414.53","1,414.53","1,390.42",-,-1.04%
"Oct 18, 2013","1,400.26","1,399.84","1,406.03","1,391.20",-,0.03%
"Oct 21, 2013","1,403.86","1,400.26","1,406.88","1,391.69",-,0.26%
"Oct 22, 2013","1,411.41","1,403.86","1,416.34","1,401.24",-,0.54%
"Oct 23, 2013","1,399.66","1,417.98","1,419.36","1,393.96",-,-0.83%
"Oct 24, 2013","1,411.22","1,399.66","1,417.51","1,396.60",-,0.83%
"Oct 25, 2013","1,412.79","1,411.22","1,417.84","1,404.68",-,0.11%
"Oct 28, 2013","1,410.55","1,412.79","1,419.09","1,403.02",-,-0.16%
"Oct 29, 2013","1,413.36","1,410.55","1,418.60","1,388.66",-,0.20%
"Oct 30, 2013","1,407.41","1,413.36","1,427.54","1,404.96",-,-0.42%
"Oct 31, 2013","1,400.20","1,407.41","1,419.26","1,396.37",-,-0.51%
"Nov 01, 2013","1,396.95","1,400.20","1,406.58","1,389.73",-,-0.23%
"Nov 04, 2013","1,411.31","1,396.95","1,423.49","1,396.72",-,1.03%
"Nov 05, 2013","1,392.24","1,411.31","1,411.31","1,382.68",-,-1.35%
"Nov 06, 2013","1,390.58","1,393.16","1,398.27","1,386.97",-,-0.12%
"Nov 07, 2013","1,379.70","1,390.58","1,401.00","1,375.25",-,-0.78%
"Nov 08, 2013","1,393.93","1,379.70","1,394.82","1,369.28",-,1.03%
"Nov 11, 2013","1,407.19","1,393.93","1,410.99","1,393.93",-,0.95%
"Nov 12, 2013","1,400.36","1,407.19","1,409.37","1,392.56",-,-0.49%
"Nov 13, 2013","1,371.61","1,400.36","1,400.36","1,366.45",-,-2.05%
"Nov 14, 2013","1,374.82","1,371.61","1,385.14","1,369.22",-,0.23%
"Nov 15, 2013","1,378.13","1,374.82","1,383.55","1,372.54",-,0.24%
"Nov 18, 2013","1,394.06","1,378.13","1,397.32","1,378.13",-,1.16%
"Nov 19, 2013","1,386.01","1,394.06","1,394.06","1,380.14",-,-0.58%
"Nov 20, 2013","1,388.97","1,386.01","1,393.95","1,378.05",-,0.21%
"Nov 21, 2013","1,392.95","1,388.97","1,396.39","1,380.68",-,0.29%
"Nov 22, 2013","1,381.68","1,392.95","1,396.71","1,381.05",-,-0.81%
"Nov 25, 2013","1,390.17","1,381.68","1,393.29","1,381.68",-,0.61%
"Nov 26, 2013","1,386.88","1,390.17","1,397.54","1,386.84",-,-0.24%
"Nov 27, 2013","1,392.41","1,386.88","1,395.81","1,385.55",-,0.40%
"Nov 28, 2013","1,390.94","1,392.41","1,406.48","1,390.01",-,-0.11%
"Nov 29, 2013","1,397.82","1,390.94","1,409.69","1,390.60",-,0.49%
"Dec 02, 2013","1,394.11","1,397.82","1,404.42","1,392.61",-,-0.27%
"Dec 03, 2013","1,378.35","1,394.11","1,395.88","1,378.35",-,-1.13%
"Dec 04, 2013","1,352.19","1,378.35","1,382.63","1,346.52",-,-1.90%
"Dec 05, 2013","1,347.72","1,352.19","1,361.41","1,342.42",-,-0.33%
"Dec 06, 2013","1,358.03","1,347.72","1,361.43","1,343.82",-,0.77%
"Dec 09, 2013","1,354.62","1,358.03","1,367.74","1,349.43",-,-0.25%
"Dec 10, 2013","1,343.20","1,354.62","1,355.76","1,340.65",-,-0.84%
"Dec 11, 2013","1,334.58","1,343.20","1,346.68","1,332.05",-,-0.64%
"Dec 12, 2013","1,320.73","1,334.58","1,340.82","1,315.35",-,-1.04%
"Dec 13, 2013","1,317.43","1,320.73","1,330.24","1,315.30",-,-0.25%
"Dec 16, 2013","1,333.21","1,317.43","1,338.87","1,312.69",-,1.20%
"Dec 17, 2013","1,320.69","1,333.21","1,333.78","1,320.22",-,-0.94%
"Dec 18, 2013","1,324.66","1,320.69","1,331.73","1,320.69",-,0.30%
"Dec 19, 2013","1,334.45","1,324.66","1,337.05","1,323.85",-,0.74%
"Dec 20, 2013","1,340.13","1,334.45","1,344.85","1,331.83",-,0.43%
"Dec 23, 2013","1,360.77","1,340.13","1,360.77","1,338.69",-,1.54%
"Dec 24, 2013","1,361.78","1,360.77","1,367.16","1,356.77",-,0.07%
"Dec 25, 2013","1,361.78","1,361.78","1,361.78","1,361.78",-,0.00%
"Dec 27, 2013","1,370.82","1,361.78","1,371.76","1,356.79",-,0.66%
"Dec 30, 2013","1,366.93","1,370.82","1,372.35","1,362.33",-,-0.28%
"Dec 31, 2013","1,372.77","1,366.93","1,376.88","1,366.93",-,0.43%
"Jan 02, 2014","1,368.64","1,372.77","1,374.61","1,359.21",-,-0.30%
"Jan 03, 2014","1,367.93","1,368.64","1,371.67","1,355.99",-,-0.05%
"Jan 06, 2014","1,376.49","1,367.93","1,381.92","1,366.93",-,0.63%
"Jan 07, 2014","1,404.12","1,376.49","1,409.04","1,374.27",-,2.01%
"Jan 08, 2014","1,407.24","1,404.12","1,411.59","1,397.86",-,0.22%
"Jan 09, 2014","1,402.05","1,407.24","1,409.71","1,389.23",-,-0.37%
"Jan 10, 2014","1,403.15","1,402.05","1,418.23","1,401.50",-,0.08%
"Jan 13, 2014","1,416.73","1,403.15","1,420.39","1,403.15",-,0.97%
"Jan 14, 2014","1,418.74","1,416.73","1,422.73","1,399.42",-,0.14%
"Jan 15, 2014","1,437.41","1,418.74","1,440.89","1,418.74",-,1.32%
"Jan 16, 2014","1,417.61","1,437.41","1,438.13","1,416.33",-,-1.38%
"Jan 17, 2014","1,416.84","1,417.61","1,427.48","1,412.59",-,-0.05%
"Jan 20, 2014","1,404.69","1,416.84","1,416.84","1,402.75",-,-0.86%
"Jan 21, 2014","1,408.05","1,404.69","1,424.18","1,404.69",-,0.24%
"Jan 22, 2014","1,397.61","1,408.05","1,412.52","1,396.77",-,-0.74%
"Jan 23, 2014","1,385.90","1,397.61","1,404.04","1,384.42",-,-0.84%
"Jan 24, 2014","1,356.43","1,385.90","1,386.27","1,353.18",-,-2.13%
"Jan 27, 2014","1,337.96","1,356.43","1,356.51","1,334.18",-,-1.36%
"Jan 28, 2014","1,347.84","1,337.96","1,353.58","1,337.96",-,0.74%
"Jan 29, 2014","1,337.52","1,347.84","1,363.98","1,321.58",-,-0.77%
"Jan 30, 2014","1,343.49","1,337.52","1,403.37","1,329.44",-,0.45%
"Jan 31, 2014","1,333.86","1,343.49","1,343.85","1,313.56",-,-0.72%
"Feb 03, 2014","1,310.43","1,333.86","1,334.57","1,308.30",-,-1.76%
"Feb 04, 2014","1,315.68","1,310.43","1,323.29","1,305.26",-,0.40%
"Feb 05, 2014","1,317.89","1,315.68","1,328.21","1,307.08",-,0.17%
"Feb 06, 2014","1,332.50","1,317.89","1,338.24","1,316.76",-,1.11%
"Feb 07, 2014","1,329.77","1,332.50","1,335.50","1,320.84",-,-0.20%
"Feb 10, 2014","1,331.86","1,329.77","1,332.72","1,325.44",-,0.16%
"Feb 11, 2014","1,339.81","1,331.86","1,341.55","1,324.71",-,0.60%
"Feb 12, 2014","1,340.47","1,339.81","1,351.61","1,338.83",-,0.05%
"Feb 13, 2014","1,331.94","1,340.47","1,340.47","1,317.58",-,-0.64%
"Feb 14, 2014","1,325.98","1,331.94","1,335.39","1,322.29",-,-0.45%
"Feb 17, 2014","1,345.77","1,325.98","1,348.86","1,323.54",-,1.49%
"Feb 18, 2014","1,364.77","1,345.77","1,366.31","1,338.25",-,1.41%
"Feb 19, 2014","1,358.99","1,367.98","1,371.09","1,356.75",-,-0.42%
"Feb 20, 2014","1,353.43","1,358.99","1,358.99","1,340.78",-,-0.41%
"Feb 21, 2014","1,357.32","1,353.43","1,363.43","1,353.43",-,0.29%
"Feb 24, 2014","1,339.49","1,357.32","1,357.32","1,315.76",-,-1.31%
"Feb 25, 2014","1,325.94","1,339.49","1,339.53","1,316.88",-,-1.01%
"Feb 26, 2014","1,320.10","1,325.94","1,329.13","1,314.31",-,-0.44%
"Feb 27, 2014","1,328.22","1,320.10","1,330.70","1,305.93",-,0.62%
"Feb 28, 2014","1,320.69","1,328.22","1,328.80","1,315.00",-,-0.57%
"Mar 03, 2014","1,303.07","1,320.69","1,320.69","1,288.80",-,-1.33%
"Mar 04, 2014","1,320.27","1,303.07","1,328.75","1,303.07",-,1.32%
"Mar 05, 2014","1,306.21","1,320.27","1,325.31","1,304.41",-,-1.06%
"Mar 06, 2014","1,315.02","1,306.21","1,318.89","1,306.21",-,0.67%
"Mar 07, 2014","1,302.97","1,315.02","1,319.06","1,300.01",-,-0.92%
"Mar 09, 2014","1,302.97","1,302.97","1,302.97","1,302.97",-,0.00%
"Mar 10, 2014","1,290.67","1,302.97","1,312.41","1,285.65",-,-0.94%
"Mar 11, 2014","1,284.23","1,290.67","1,300.05","1,277.04",-,-0.50%
"Mar 12, 2014","1,272.24","1,300.59","1,300.59","1,266.30",-,-0.93%
"Mar 13, 2014","1,266.97","1,272.24","1,284.84","1,266.97",-,-0.41%
"Mar 14, 2014","1,259.94","1,266.97","1,275.56","1,254.07",-,-0.55%
"Mar 17, 2014","1,262.46","1,259.94","1,270.22","1,258.25",-,0.20%
"Mar 18, 2014","1,269.52","1,262.46","1,275.91","1,257.03",-,0.56%
"Mar 19, 2014","1,264.25","1,269.52","1,271.63","1,263.03",-,-0.42%
"Mar 20, 2014","1,263.94","1,264.25","1,271.34","1,255.66",-,-0.02%
"Mar 21, 2014","1,271.16","1,263.94","1,274.17","1,263.38",-,0.57%
"Mar 24, 2014","1,273.80","1,271.16","1,280.98","1,270.89",-,0.21%
"Mar 25, 2014","1,286.90","1,273.80","1,288.60","1,273.80",-,1.03%
"Mar 26, 2014","1,273.46","1,286.90","1,286.90","1,267.86",-,-1.04%
"Mar 27, 2014","1,267.80","1,273.46","1,273.52","1,263.59",-,-0.44%
"Mar 28, 2014","1,271.86","1,267.80","1,277.26","1,261.35",-,0.32%
"Mar 31, 2014","1,270.86","1,271.86","1,275.67","1,266.61",-,-0.08%
"Apr 01, 2014","1,285.69","1,270.86","1,289.80","1,270.86",-,1.17%
"Apr 02, 2014","1,294.64","1,285.69","1,297.08","1,285.56",-,0.70%
"Apr 03, 2014","1,290.39","1,294.64","1,301.29","1,288.80",-,-0.33%
"Apr 04, 2014","1,300.26","1,290.39","1,304.50","1,290.39",-,0.76%
"Apr 07, 2014","1,279.64","1,300.26","1,300.26","1,276.39",-,-1.59%
"Apr 08, 2014","1,274.46","1,279.64","1,283.41","1,263.43",-,-0.40%
"Apr 09, 2014","1,288.60","1,274.46","1,293.60","1,274.46",-,1.11%
"Apr 10, 2014","1,296.31","1,288.60","1,305.63","1,288.60",-,0.60%
"Apr 11, 2014","1,285.81","1,296.31","1,297.19","1,278.45",-,-0.81%
"Apr 14, 2014","1,292.12","1,285.81","1,292.12","1,269.18",-,0.49%
"Apr 15, 2014","1,276.19","1,292.12","1,292.12","1,271.67",-,-1.23%
"Apr 16, 2014","1,285.07","1,276.19","1,286.20","1,272.08",-,0.70%
"Apr 17, 2014","1,299.28","1,285.07","1,304.74","1,275.77",-,1.11%
"Apr 22, 2014","1,295.92","1,299.28","1,304.53","1,295.44",-,-0.26%
"Apr 23, 2014","1,293.41","1,295.92","1,298.55","1,283.20",-,-0.19%
"Apr 24, 2014","1,300.58","1,293.41","1,307.68","1,293.41",-,0.55%
"Apr 25, 2014","1,283.58","1,300.58","1,300.58","1,276.14",-,-1.31%
"Apr 28, 2014","1,277.22","1,283.58","1,287.86","1,276.76",-,-0.50%
"Apr 29, 2014","1,295.22","1,277.22","1,296.13","1,277.03",-,1.41%
"Apr 30, 2014","1,288.12","1,295.22","1,295.22","1,285.94",-,-0.55%
"May 01, 2014","1,309.79","1,288.12","1,312.46","1,288.12",-,1.68%
"May 02, 2014","1,313.30","1,309.79","1,317.52","1,305.17",-,0.27%
"May 06, 2014","1,294.30","1,313.30","1,313.79","1,293.98",-,-1.45%
"May 07, 2014","1,279.20","1,294.30","1,294.30","1,275.16",-,-1.17%
"May 08, 2014","1,298.03","1,279.20","1,299.51","1,279.12",-,1.47%
"May 09, 2014","1,294.11","1,298.03","1,301.44","1,291.06",-,-0.30%
